產品編號,區域編號,訂購日期,銷售數量,單價,銷售金額,銷售成本
447,290,2021/4/9,200,$150,"$30,000","$21,000 "
448,290,2021/4/9,400,$120,"$48,000","$33,600 "
469,290,2021/4/9,105,$228,"$23,940","$16,758 "
470,290,2021/4/9,5,$228,"$1,140",$798 
364,290,2021/4/9,4,"$6,480","$25,920","$18,144 "
364,12,2021/4/13,120,"$6,480","$777,600","$544,320 "
365,8,2021/4/13,5,"$6,480","$32,400","$22,680 "
469,7,2021/4/13,1,$228,$228,$160 
470,5,2021/4/13,10,$228,"$2,280","$1,596 "
364,6,2021/4/13,2,"$6,480","$12,960","$9,072 "
448,11,2021/4/14,350,$120,"$42,000","$29,400 "
448,112,2021/4/14,350,$120,"$42,000","$29,400 "
447,112,2021/4/14,350,$150,"$52,500","$36,750 "
468,262,2021/4/16,60,$228,"$13,680","$9,576 "
469,262,2021/4/16,75,$228,"$17,100","$11,970 "
470,262,2021/4/16,6,$228,"$1,368",$958 
364,274,2021/4/17,7,"$6,480","$45,360","$31,752 "
365,274,2021/4/17,6,"$6,480","$38,880","$27,216 "
469,274,2021/4/17,120,$228,"$27,360","$19,152 "
470,274,2021/4/17,24,$209,"$5,016","$3,511 "
447,274,2021/4/17,250,$150,"$37,500","$26,250 "
448,274,2021/4/17,300,$120,"$36,000","$25,200 "
448,7,2021/4/18,350,$120,"$42,000","$29,400 "
447,7,2021/4/18,250,$150,"$37,500","$26,250 "
468,136,2021/4/18,75,$228,"$17,100","$11,970 "
365,285,2021/4/20,5,"$6,480","$32,400","$22,680 "
447,123,2021/4/20,350,$150,"$52,500","$36,750 "
448,123,2021/4/20,650,$120,"$78,000","$54,600 "
470,285,2021/4/20,12,$228,"$2,736","$1,915 "
469,285,2021/4/20,105,$228,"$23,940","$16,758 "
364,285,2021/4/20,4,"$6,480","$25,920","$18,144 "
364,7,2021/4/22,200,"$6,480","$1,296,000","$907,200 "
447,7,2021/4/22,12,$150,"$1,800","$1,260 "
469,7,2021/4/22,450,$228,"$102,600","$71,820 "
448,7,2021/4/22,195,$120,"$23,400","$16,380 "
470,7,2021/4/22,1,$228,$228,$160 
365,7,2021/4/22,2,"$6,480","$12,960","$9,072 "
447,12,2021/4/23,200,$150,"$30,000","$21,000 "
447,264,2021/4/25,300,$150,"$45,000","$31,500 "
448,264,2021/4/25,250,$120,"$30,000","$21,000 "
448,138,2021/4/26,200,$120,"$24,000","$16,800 "
447,258,2021/4/26,400,$150,"$60,000","$42,000 "
448,258,2021/4/26,200,$120,"$24,000","$16,800 "
364,267,2021/4/27,6,"$6,480","$38,880","$27,216 "
365,267,2021/4/27,5,"$6,480","$32,400","$22,680 "
448,12,2021/4/27,400,$120,"$48,000","$33,600 "
447,12,2021/4/27,250,$150,"$37,500","$26,250 "
469,267,2021/4/27,165,$228,"$37,620","$26,334 "
468,267,2021/4/27,90,$228,"$20,520","$14,364 "
469,6,2021/4/28,105,$228,"$23,940","$16,758 "
469,4,2021/4/28,60,$228,"$13,680","$9,576 "
470,4,2021/4/28,10,$228,"$2,280","$1,596 "
447,278,2021/4/28,5,$150,$750,$525 
448,278,2021/4/28,300,$120,"$36,000","$25,200 "
468,289,2021/4/28,300,$228,"$68,400","$47,880 "
470,289,2021/4/28,105,$228,"$23,940","$16,758 "
470,6,2021/4/28,6,$228,"$1,368",$958 
364,6,2021/4/28,2,"$6,480","$12,960","$9,072 "
365,4,2021/4/28,1,"$6,480","$6,480","$4,536 "
447,3,2021/4/30,300,$150,"$45,000","$31,500 "
448,3,2021/4/30,300,$120,"$36,000","$25,200 "
468,3,2021/4/30,60,$228,"$13,680","$9,576 "
448,113,2021/4/30,6,$120,$720,$504 
447,113,2021/4/30,300,$150,"$45,000","$31,500 "
470,2,2021/4/30,250,$228,"$57,000","$39,900 "
364,117,2021/5/1,7,"$6,480","$45,360","$31,752 "
365,258,2021/5/1,6,"$6,480","$38,880","$27,216 "
364,258,2021/5/1,6,"$6,480","$38,880","$27,216 "
365,281,2021/5/1,6,"$6,480","$38,880","$27,216 "
364,281,2021/5/1,6,"$6,480","$38,880","$27,216 "
447,5,2021/5/1,400,$150,"$60,000","$42,000 "
448,5,2021/5/1,400,$120,"$48,000","$33,600 "
469,5,2021/5/1,105,$228,"$23,940","$16,758 "
470,5,2021/5/1,9,$228,"$2,052","$1,436 "
469,117,2021/5/1,120,$228,"$27,360","$19,152 "
468,117,2021/5/1,75,$228,"$17,100","$11,970 "
447,117,2021/5/1,250,$150,"$37,500","$26,250 "
448,117,2021/5/1,300,$120,"$36,000","$25,200 "
470,258,2021/5/1,21,$209,"$4,389","$3,072 "
448,258,2021/5/1,400,$120,"$48,000","$33,600 "
447,258,2021/5/1,250,$150,"$37,500","$26,250 "
469,258,2021/5/1,195,$228,"$44,460","$31,122 "
469,281,2021/5/1,105,$228,"$23,940","$16,758 "
469,292,2021/5/1,105,$228,"$23,940","$16,758 "
468,292,2021/5/1,60,$228,"$13,680","$9,576 "
470,292,2021/5/1,15,$220,"$3,300","$2,310 "
365,5,2021/5/1,1,"$6,480","$6,480","$4,536 "
364,5,2021/5/1,1,"$6,480","$6,480","$4,536 "
470,116,2021/5/2,5,$228,"$1,140",$798 
468,116,2021/5/2,75,$228,"$17,100","$11,970 "
468,258,2021/5/2,75,$228,"$17,100","$11,970 "
469,258,2021/5/2,105,$228,"$23,940","$16,758 "
470,5,2021/5/3,6,$228,"$1,368",$958 
364,5,2021/5/3,1,"$6,480","$6,480","$4,536 "
365,120,2021/5/4,75,"$6,480","$486,000","$340,200 "
448,4,2021/5/4,6,$120,$720,$504 
447,4,2021/5/4,250,$150,"$37,500","$26,250 "
447,120,2021/5/4,250,$150,"$37,500","$26,250 "
469,120,2021/5/4,550,$228,"$125,400","$87,780 "
448,120,2021/5/4,200,$120,"$24,000","$16,800 "
364,11,2021/5/5,50,"$6,480","$324,000","$226,800 "
365,2,2021/5/5,6,"$6,480","$38,880","$27,216 "
447,12,2021/5/5,200,$150,"$30,000","$21,000 "
448,12,2021/5/5,75,$120,"$9,000","$6,300 "
447,12,2021/5/5,60,$150,"$9,000","$6,300 "
469,8,2021/5/5,1,$228,$228,$160 
468,8,2021/5/5,8,$228,"$1,824","$1,277 "
448,1,2021/5/5,6,$120,$720,$504 
470,9,2021/5/5,550,$228,"$125,400","$87,780 "
468,120,2021/5/5,500,$228,"$114,000","$79,800 "
470,283,2021/5/5,75,$228,"$17,100","$11,970 "
468,286,2021/5/5,4,$228,$912,$638 
470,286,2021/5/5,9,$228,"$2,052","$1,436 "
469,286,2021/5/5,105,$228,"$23,940","$16,758 "
470,8,2021/5/5,135,$228,"$30,780","$21,546 "
469,10,2021/5/5,75,$228,"$17,100","$11,970 "
364,283,2021/5/5,1,"$6,480","$6,480","$4,536 "
364,4,2021/5/6,8,"$6,480","$51,840","$36,288 "
447,4,2021/5/6,350,$150,"$52,500","$36,750 "
448,4,2021/5/6,350,$120,"$42,000","$29,400 "
469,4,2021/5/6,180,$228,"$41,040","$28,728 "
470,4,2021/5/6,105,$228,"$23,940","$16,758 "
469,124,2021/5/6,6,$228,"$1,368",$958 
470,124,2021/5/6,60,$228,"$13,680","$9,576 "
468,124,2021/5/6,250,$228,"$57,000","$39,900 "
447,285,2021/5/6,60,$150,"$9,000","$6,300 "
468,285,2021/5/6,16,$228,"$3,648","$2,554 "
470,285,2021/5/6,500,$220,"$110,000","$77,000 "
448,285,2021/5/6,4,$120,$480,$336 
365,4,2021/5/6,2,"$6,480","$12,960","$9,072 "
364,285,2021/5/6,1,"$6,480","$6,480","$4,536 "
469,113,2021/5/7,165,$228,"$37,620","$26,334 "
468,135,2021/5/7,75,$228,"$17,100","$11,970 "
470,260,2021/5/7,6,$228,"$1,368",$958 
468,260,2021/5/7,105,$228,"$23,940","$16,758 "
447,287,2021/5/7,350,$150,"$52,500","$36,750 "
448,287,2021/5/7,350,$120,"$42,000","$29,400 "
447,9,2021/5/8,350,$150,"$52,500","$36,750 "
448,9,2021/5/8,200,$120,"$24,000","$16,800 "
448,275,2021/5/8,250,$120,"$30,000","$21,000 "
448,291,2021/5/8,450,$120,"$54,000","$37,800 "
469,140,2021/5/9,135,$228,"$30,780","$21,546 "
468,140,2021/5/9,90,$228,"$20,520","$14,364 "
470,140,2021/5/9,9,$228,"$2,052","$1,436 "
470,279,2021/5/9,6,$228,"$1,368",$958 
364,279,2021/5/9,4,"$6,480","$25,920","$18,144 "
364,257,2021/5/10,6,"$6,480","$38,880","$27,216 "
447,120,2021/5/10,300,$150,"$45,000","$31,500 "
448,119,2021/5/11,400,$120,"$48,000","$33,600 "
447,119,2021/5/11,200,$150,"$30,000","$21,000 "
470,271,2021/5/11,12,$228,"$2,736","$1,915 "
469,271,2021/5/11,165,$228,"$37,620","$26,334 "
468,271,2021/5/11,60,$228,"$13,680","$9,576 "
447,7,2021/5/12,300,$150,"$45,000","$31,500 "
448,7,2021/5/12,200,$120,"$24,000","$16,800 "
470,2,2021/5/12,75,$228,"$17,100","$11,970 "
469,12,2021/5/12,9,$228,"$2,052","$1,436 "
468,1,2021/5/12,9,$228,"$2,052","$1,436 "
470,125,2021/5/12,105,$228,"$23,940","$16,758 "
469,125,2021/5/12,105,$228,"$23,940","$16,758 "
364,140,2021/5/13,11,"$6,480","$71,280","$49,896 "
365,140,2021/5/13,9,"$6,480","$58,320","$40,824 "
468,140,2021/5/13,90,$228,"$20,520","$14,364 "
469,140,2021/5/13,390,$209,"$81,510","$57,057 "
470,140,2021/5/13,47,$171,"$8,037","$5,626 "
470,271,2021/5/13,9,$228,"$2,052","$1,436 "
469,271,2021/5/13,105,$228,"$23,940","$16,758 "
468,271,2021/5/13,75,$228,"$17,100","$11,970 "
447,125,2021/5/14,250,$150,"$37,500","$26,250 "
448,125,2021/5/14,300,$120,"$36,000","$25,200 "
470,288,2021/5/15,12,$228,"$2,736","$1,915 "
364,257,2021/5/16,5,"$6,480","$32,400","$22,680 "
469,257,2021/5/16,75,$228,"$17,100","$11,970 "
448,257,2021/5/16,350,$120,"$42,000","$29,400 "
447,257,2021/5/16,200,$150,"$30,000","$21,000 "
470,261,2021/5/16,9,$228,"$2,052","$1,436 "
469,261,2021/5/16,75,$228,"$17,100","$11,970 "
468,261,2021/5/16,60,$228,"$13,680","$9,576 "
365,257,2021/5/16,4,"$6,480","$25,920","$18,144 "
365,277,2021/5/17,5,"$6,480","$32,400","$22,680 "
469,277,2021/5/17,75,$228,"$17,100","$11,970 "
448,277,2021/5/17,250,$120,"$30,000","$21,000 "
447,113,2021/5/18,350,$150,"$52,500","$36,750 "
448,113,2021/5/18,500,$120,"$60,000","$42,000 "
447,293,2021/5/19,250,$150,"$37,500","$26,250 "
448,293,2021/5/19,200,$120,"$24,000","$16,800 "
365,270,2021/5/19,4,"$6,480","$25,920","$18,144 "
365,289,2021/5/21,135,"$6,480","$874,800","$612,360 "
364,289,2021/5/21,6,"$6,480","$38,880","$27,216 "
469,6,2021/5/21,90,$209,"$18,810","$13,167 "
468,6,2021/5/21,10,$228,"$2,280","$1,596 "
470,6,2021/5/21,5,$228,"$1,140",$798 
469,289,2021/5/21,375,$228,"$85,500","$59,850 "
470,289,2021/5/21,2,$228,$456,$319 
365,6,2021/5/21,4,"$6,480","$25,920","$18,144 "
364,273,2021/5/22,6,"$6,480","$38,880","$27,216 "
365,282,2021/5/22,6,"$6,480","$38,880","$27,216 "
469,273,2021/5/22,315,$209,"$65,835","$46,085 "
470,273,2021/5/22,36,$190,"$6,840","$4,788 "
447,273,2021/5/22,350,$150,"$52,500","$36,750 "
448,273,2021/5/22,250,$120,"$30,000","$21,000 "
448,281,2021/5/22,300,$120,"$36,000","$25,200 "
447,281,2021/5/22,250,$150,"$37,500","$26,250 "
470,282,2021/5/22,28,$190,"$5,320","$3,724 "
468,282,2021/5/22,90,$228,"$20,520","$14,364 "
365,286,2021/5/23,10,"$6,480","$64,800","$45,360 "
364,286,2021/5/23,5,"$6,480","$32,400","$22,680 "
468,135,2021/5/23,105,$228,"$23,940","$16,758 "
469,135,2021/5/23,105,$228,"$23,940","$16,758 "
470,135,2021/5/23,15,$220,"$3,300","$2,310 "
469,286,2021/5/23,105,$228,"$23,940","$16,758 "
448,286,2021/5/23,300,$120,"$36,000","$25,200 "
470,286,2021/5/23,16,$220,"$3,520","$2,464 "
468,286,2021/5/23,90,$228,"$20,520","$14,364 "
447,286,2021/5/23,500,$150,"$75,000","$52,500 "
364,259,2021/5/24,5,"$6,480","$32,400","$22,680 "
448,123,2021/5/24,500,$120,"$60,000","$42,000 "
447,123,2021/5/24,350,$150,"$52,500","$36,750 "
447,259,2021/5/24,350,$150,"$52,500","$36,750 "
470,259,2021/5/24,5,$228,"$1,140",$798 
448,259,2021/5/24,300,$120,"$36,000","$25,200 "
364,272,2021/5/25,8,"$6,480","$51,840","$36,288 "
365,272,2021/5/25,5,"$6,480","$32,400","$22,680 "
469,4,2021/5/25,135,$228,"$30,780","$21,546 "
468,4,2021/5/25,60,$228,"$13,680","$9,576 "
447,116,2021/5/25,200,$150,"$30,000","$21,000 "
448,116,2021/5/25,600,$120,"$72,000","$50,400 "
469,272,2021/5/25,390,$209,"$81,510","$57,057 "
468,272,2021/5/25,90,$228,"$20,520","$14,364 "
447,272,2021/5/25,250,$150,"$37,500","$26,250 "
448,272,2021/5/25,350,$120,"$42,000","$29,400 "
470,272,2021/5/25,29,$190,"$5,510","$3,857 "
365,2,2021/5/26,30,"$6,480","$194,400","$136,080 "
364,11,2021/5/26,27,"$6,480","$174,960","$122,472 "
469,1,2021/5/26,105,$228,"$23,940","$16,758 "
468,9,2021/5/26,75,$228,"$17,100","$11,970 "
470,12,2021/5/26,9,$228,"$2,052","$1,436 "
448,10,2021/5/26,7,$120,$840,$588 
470,12,2021/5/26,500,$209,"$104,500","$73,150 "
448,289,2021/5/26,75,$120,"$9,000","$6,300 "
447,289,2021/5/26,300,$150,"$45,000","$31,500 "
469,1,2021/5/26,23,$209,"$4,807","$3,365 "
468,11,2021/5/26,3,$228,$684,$479 
447,137,2021/5/27,200,$150,"$30,000","$21,000 "
364,116,2021/5/28,10,"$6,480","$64,800","$45,360 "
365,116,2021/5/28,9,"$6,480","$58,320","$40,824 "
468,116,2021/5/28,105,$228,"$23,940","$16,758 "
469,116,2021/5/28,180,$228,"$41,040","$28,728 "
470,116,2021/5/28,22,$209,"$4,598","$3,219 "
448,116,2021/5/28,250,$120,"$30,000","$21,000 "
447,116,2021/5/28,300,$150,"$45,000","$31,500 "
365,4,2021/5/29,16,"$6,480","$103,680","$72,576 "
447,6,2021/5/29,750,$145,"$108,750","$76,125 "
448,6,2021/5/29,650,$120,"$78,000","$54,600 "
470,5,2021/5/29,6,$228,"$1,368",$958 
470,269,2021/5/29,105,$228,"$23,940","$16,758 "
470,280,2021/5/29,60,$220,"$13,200","$9,240 "
469,280,2021/5/29,105,$228,"$23,940","$16,758 "
468,287,2021/5/29,9,$228,"$2,052","$1,436 "
469,3,2021/5/29,5,$228,"$1,140",$798 
364,280,2021/5/29,4,"$6,480","$25,920","$18,144 "
365,280,2021/5/29,2,"$6,480","$12,960","$9,072 "
447,138,2021/5/30,250,$150,"$37,500","$26,250 "
448,138,2021/5/30,300,$120,"$36,000","$25,200 "
364,9,2021/5/31,105,"$6,480","$680,400","$476,280 "
469,9,2021/5/31,210,$220,"$46,200","$32,340 "
447,9,2021/5/31,300,$150,"$45,000","$31,500 "
470,9,2021/5/31,9,$220,"$1,980","$1,386 "
468,267,2021/5/31,135,$228,"$30,780","$21,546 "
470,267,2021/5/31,1,$228,$228,$160 
469,267,2021/5/31,17,$228,"$3,876","$2,713 "
365,9,2021/5/31,2,"$6,480","$12,960","$9,072 "
365,275,2021/6/1,10,"$6,480","$64,800","$45,360 "
448,259,2021/6/1,250,$120,"$30,000","$21,000 "
447,275,2021/6/1,300,$150,"$45,000","$31,500 "
448,275,2021/6/1,300,$120,"$36,000","$25,200 "
470,275,2021/6/1,10,$228,"$2,280","$1,596 "
468,275,2021/6/1,60,$228,"$13,680","$9,576 "
365,10,2021/6/2,16,"$6,480","$103,680","$72,576 "
447,10,2021/6/2,120,$150,"$18,000","$12,600 "
469,10,2021/6/2,60,$228,"$13,680","$9,576 "
468,10,2021/6/2,2,$228,$456,$319 
470,10,2021/6/2,9,$220,"$1,980","$1,386 "
470,269,2021/6/2,135,$228,"$30,780","$21,546 "
469,269,2021/6/2,350,$228,"$79,800","$55,860 "
364,10,2021/6/2,1,"$6,480","$6,480","$4,536 "
365,258,2021/6/4,135,"$6,480","$874,800","$612,360 "
364,258,2021/6/4,4,"$6,480","$25,920","$18,144 "
447,10,2021/6/4,300,$150,"$45,000","$31,500 "
448,10,2021/6/4,60,$120,"$7,200","$5,040 "
468,258,2021/6/4,195,$228,"$44,460","$31,122 "
469,258,2021/6/4,9,$228,"$2,052","$1,436 "
470,258,2021/6/4,5,$228,"$1,140",$798 
469,272,2021/6/4,90,$228,"$20,520","$14,364 "
468,272,2021/6/4,12,$228,"$2,736","$1,915 "
470,272,2021/6/4,350,$228,"$79,800","$55,860 "
365,122,2021/6/5,10,"$6,480","$64,800","$45,360 "
364,122,2021/6/5,7,"$6,480","$45,360","$31,752 "
365,137,2021/6/5,7,"$6,480","$45,360","$31,752 "
364,137,2021/6/5,5,"$6,480","$32,400","$22,680 "
469,122,2021/6/5,225,$220,"$49,500","$34,650 "
448,122,2021/6/5,450,$120,"$54,000","$37,800 "
447,122,2021/6/5,400,$150,"$60,000","$42,000 "
470,122,2021/6/5,14,$220,"$3,080","$2,156 "
469,122,2021/6/5,105,$228,"$23,940","$16,758 "
468,122,2021/6/5,75,$228,"$17,100","$11,970 "
470,122,2021/6/5,9,$228,"$2,052","$1,436 "
470,137,2021/6/5,10,$228,"$2,280","$1,596 "
448,4,2021/6/6,300,$120,"$36,000","$25,200 "
447,4,2021/6/6,200,$150,"$30,000","$21,000 "
364,261,2021/6/7,7,"$6,480","$45,360","$31,752 "
365,261,2021/6/7,7,"$6,480","$45,360","$31,752 "
365,112,2021/6/7,4,"$6,480","$25,920","$18,144 "
364,112,2021/6/7,4,"$6,480","$25,920","$18,144 "
468,112,2021/6/7,105,$228,"$23,940","$16,758 "
469,112,2021/6/7,180,$228,"$41,040","$28,728 "
448,122,2021/6/7,300,$120,"$36,000","$25,200 "
447,122,2021/6/7,400,$150,"$60,000","$42,000 "
447,134,2021/6/7,500,$150,"$75,000","$52,500 "
448,134,2021/6/7,350,$120,"$42,000","$29,400 "
448,261,2021/6/7,350,$120,"$42,000","$29,400 "
470,261,2021/6/7,7,$228,"$1,596","$1,117 "
447,261,2021/6/7,350,$150,"$52,500","$36,750 "
469,261,2021/6/7,105,$228,"$23,940","$16,758 "
469,270,2021/6/7,75,$228,"$17,100","$11,970 "
468,270,2021/6/7,60,$228,"$13,680","$9,576 "
365,6,2021/6/8,75,"$6,480","$486,000","$340,200 "
364,4,2021/6/8,11,"$6,480","$71,280","$49,896 "
364,125,2021/6/8,11,"$6,480","$71,280","$49,896 "
365,125,2021/6/8,4,"$6,480","$25,920","$18,144 "
470,3,2021/6/8,200,$228,"$45,600","$31,920 "
469,125,2021/6/8,195,$228,"$44,460","$31,122 "
470,125,2021/6/8,15,$220,"$3,300","$2,310 "
447,262,2021/6/8,1,$150,$150,$105 
469,5,2021/6/8,1,$228,$228,$160 
448,115,2021/6/9,250,$120,"$30,000","$21,000 "
447,115,2021/6/9,650,$150,"$97,500","$68,250 "
469,277,2021/6/9,105,$228,"$23,940","$16,758 "
468,277,2021/6/9,60,$228,"$13,680","$9,576 "
470,277,2021/6/9,9,$228,"$2,052","$1,436 "
448,290,2021/6/14,400,$120,"$48,000","$33,600 "
447,290,2021/6/14,300,$150,"$45,000","$31,500 "
364,118,2021/6/15,5,"$6,480","$32,400","$22,680 "
447,118,2021/6/15,400,$150,"$60,000","$42,000 "
469,118,2021/6/15,60,$228,"$13,680","$9,576 "
470,118,2021/6/15,9,$228,"$2,052","$1,436 "
448,118,2021/6/15,300,$120,"$36,000","$25,200 "
365,6,2021/6/17,75,"$6,480","$486,000","$340,200 "
364,6,2021/6/17,7,"$6,480","$45,360","$31,752 "
469,6,2021/6/17,1,$228,$228,$160 
470,6,2021/6/17,2,$228,$456,$319 
365,294,2021/6/18,6,"$6,480","$38,880","$27,216 "
448,113,2021/6/18,400,$120,"$48,000","$33,600 "
470,264,2021/6/18,6,$228,"$1,368",$958 
469,264,2021/6/18,135,$228,"$30,780","$21,546 "
468,264,2021/6/18,75,$228,"$17,100","$11,970 "
469,294,2021/6/18,75,$228,"$17,100","$11,970 "
470,294,2021/6/18,9,$228,"$2,052","$1,436 "
365,8,2021/6/19,200,"$6,480","$1,296,000","$907,200 "
364,8,2021/6/19,14,"$6,480","$90,720","$63,504 "
447,8,2021/6/19,350,$150,"$52,500","$36,750 "
469,8,2021/6/19,165,$228,"$37,620","$26,334 "
448,8,2021/6/19,250,$120,"$30,000","$21,000 "
470,8,2021/6/19,2,$220,$440,$308 
447,137,2021/6/19,1,$150,$150,$105 
470,266,2021/6/20,6,$228,"$1,368",$958 
469,283,2021/6/20,135,$228,"$30,780","$21,546 "
470,283,2021/6/20,6,$228,"$1,368",$958 
448,121,2021/6/21,350,$120,"$42,000","$29,400 "
447,121,2021/6/21,200,$150,"$30,000","$21,000 "
469,4,2021/6/22,60,$228,"$13,680","$9,576 "
468,3,2021/6/22,9,$228,"$2,052","$1,436 "
470,5,2021/6/22,165,$228,"$37,620","$26,334 "
364,121,2021/6/23,35,"$6,480","$226,800","$158,760 "
365,121,2021/6/23,22,"$6,480","$142,560","$99,792 "
468,2,2021/6/23,180,$228,"$41,040","$28,728 "
469,3,2021/6/23,7,$220,"$1,540","$1,078 "
448,114,2021/6/23,75,$120,"$9,000","$6,300 "
447,114,2021/6/23,240,$150,"$36,000","$25,200 "
468,121,2021/6/23,300,$228,"$68,400","$47,880 "
470,121,2021/6/23,8,$209,"$1,672","$1,170 "
469,121,2021/6/23,60,$228,"$13,680","$9,576 "
364,4,2021/6/23,2,"$6,480","$12,960","$9,072 "
364,265,2021/6/25,100,"$6,480","$648,000","$453,600 "
364,5,2021/6/25,75,"$6,480","$486,000","$340,200 "
447,1,2021/6/25,600,$150,"$90,000","$63,000 "
448,11,2021/6/25,200,$120,"$24,000","$16,800 "
447,11,2021/6/25,75,$150,"$11,250","$7,875 "
448,1,2021/6/25,1,$120,$120,$84 
448,5,2021/6/25,105,$120,"$12,600","$8,820 "
469,5,2021/6/25,6,$228,"$1,368",$958 
469,11,2021/6/25,5,$228,"$1,140",$798 
470,11,2021/6/25,6,$228,"$1,368",$958 
470,5,2021/6/25,75,$228,"$17,100","$11,970 "
469,263,2021/6/25,450,$228,"$102,600","$71,820 "
470,263,2021/6/25,250,$228,"$57,000","$39,900 "
469,291,2021/6/25,105,$228,"$23,940","$16,758 "
470,291,2021/6/25,13,$228,"$2,964","$2,075 "
468,291,2021/6/25,6,$228,"$1,368",$958 
365,264,2021/6/26,7,"$6,480","$45,360","$31,752 "
364,264,2021/6/26,7,"$6,480","$45,360","$31,752 "
364,124,2021/6/26,6,"$6,480","$38,880","$27,216 "
365,124,2021/6/26,5,"$6,480","$32,400","$22,680 "
470,124,2021/6/26,10,$228,"$2,280","$1,596 "
448,124,2021/6/26,250,$120,"$30,000","$21,000 "
447,124,2021/6/26,300,$150,"$45,000","$31,500 "
469,124,2021/6/26,270,$209,"$56,430","$39,501 "
468,124,2021/6/26,60,$228,"$13,680","$9,576 "
469,264,2021/6/26,165,$228,"$37,620","$26,334 "
470,264,2021/6/26,13,$228,"$2,964","$2,075 "
468,276,2021/6/27,60,$228,"$13,680","$9,576 "
469,281,2021/6/27,75,$228,"$17,100","$11,970 "
468,281,2021/6/27,75,$228,"$17,100","$11,970 "
573,116,2021/6/28,14,"$14,304","$200,256","$140,179 "
574,116,2021/6/28,5,"$14,304","$71,520","$50,064 "
561,116,2021/6/28,6,"$9,536","$57,216","$40,051 "
234,5,2021/6/28,5,$300,"$1,500","$1,050 "
490,5,2021/6/28,5,$324,"$1,620","$1,134 "
234,135,2021/6/28,5,$290,"$1,450","$1,015 "
488,135,2021/6/28,9,$324,"$2,916","$2,041 "
231,135,2021/6/28,9,$300,"$2,700","$1,890 "
490,135,2021/6/28,8,$324,"$2,592","$1,814 "
561,5,2021/6/28,1,"$9,536","$9,536","$6,675 "
234,278,2021/6/29,11,$300,"$3,300","$2,310 "
490,278,2021/6/29,8,$324,"$2,592","$1,814 "
231,278,2021/6/29,4,$300,"$1,200",$840 
488,278,2021/6/29,5,$324,"$1,620","$1,134 "
561,288,2021/6/30,6,"$9,536","$57,216","$40,051 "
231,2,2021/7/2,18,$275,"$4,950","$3,465 "
490,2,2021/7/2,11,$324,"$3,564","$2,495 "
234,2,2021/7/2,10,$300,"$3,000","$2,100 "
488,2,2021/7/2,9,$324,"$2,916","$2,041 "
561,279,2021/7/3,7,"$9,536","$66,752","$46,726 "
490,2,2021/7/3,6,$324,"$1,944","$1,361 "
234,2,2021/7/3,21,$300,"$6,300","$4,410 "
234,271,2021/7/3,5,$275,"$1,375",$963 
231,271,2021/7/3,18,$300,"$5,400","$3,780 "
488,271,2021/7/3,9,$297,"$2,673","$1,871 "
490,271,2021/7/3,5,$324,"$1,620","$1,134 "
447,9,2021/7/5,400,$150,"$60,000","$42,000 "
448,11,2021/7/5,300,$120,"$36,000","$25,200 "
447,10,2021/7/6,350,$150,"$52,500","$36,750 "
448,10,2021/7/6,400,$120,"$48,000","$33,600 "
561,275,2021/7/7,4,"$9,536","$38,144","$26,701 "
488,2,2021/7/8,5,$324,"$1,620","$1,134 "
490,3,2021/7/8,8,$324,"$2,592","$1,814 "
234,1,2021/7/8,5,$300,"$1,500","$1,050 "
231,4,2021/7/8,5,$300,"$1,500","$1,050 "
234,283,2021/7/9,11,$300,"$3,300","$2,310 "
490,283,2021/7/9,9,$324,"$2,916","$2,041 "
231,283,2021/7/9,5,$300,"$1,500","$1,050 "
488,283,2021/7/9,5,$324,"$1,620","$1,134 "
448,290,2021/7/9,400,$120,"$48,000","$33,600 "
447,290,2021/7/9,400,$150,"$60,000","$42,000 "
561,277,2021/7/10,8,"$9,536","$76,288","$53,402 "
574,277,2021/7/10,5,"$14,304","$71,520","$50,064 "
562,277,2021/7/10,7,"$9,536","$66,752","$46,726 "
573,277,2021/7/10,4,"$14,304","$57,216","$40,051 "
574,272,2021/7/11,6,"$14,304","$85,824","$60,077 "
562,272,2021/7/11,5,"$9,536","$47,680","$33,376 "
561,272,2021/7/11,5,"$9,536","$47,680","$33,376 "
490,112,2021/7/11,7,$324,"$2,268","$1,588 "
488,112,2021/7/11,9,$324,"$2,916","$2,041 "
234,112,2021/7/11,11,$300,"$3,300","$2,310 "
231,112,2021/7/11,8,$300,"$2,400","$1,680 "
234,262,2021/7/11,8,$300,"$2,400","$1,680 "
490,262,2021/7/11,7,$324,"$2,268","$1,588 "
231,272,2021/7/11,9,$300,"$2,700","$1,890 "
490,272,2021/7/11,10,$324,"$3,240","$2,268 "
234,272,2021/7/11,12,$300,"$3,600","$2,520 "
488,272,2021/7/11,9,$324,"$2,916","$2,041 "
573,139,2021/7/12,5,"$14,304","$71,520","$50,064 "
574,139,2021/7/12,5,"$14,304","$71,520","$50,064 "
573,280,2021/7/12,4,"$14,304","$57,216","$40,051 "
562,139,2021/7/12,5,"$9,536","$47,680","$33,376 "
561,280,2021/7/12,5,"$9,536","$47,680","$33,376 "
488,280,2021/7/12,5,$324,"$1,620","$1,134 "
231,280,2021/7/12,4,$300,"$1,200",$840 
490,259,2021/7/13,8,$324,"$2,592","$1,814 "
231,259,2021/7/13,300,$300,"$90,000","$63,000 "
